region,evaluation_group,n_timesteps,n_variables,mean_ensemble_mean_rmse_pct_change,mean_spread_pct_change,mean_normalized_spread_pct_change,mean_crps_pct_change,mean_fair_crps_pct_change,R_coverage_05_95,RAS_coverage_05_95,mean_coverage_05_95_change,R_spread_error_correlation,RAS_spread_error_correlation,mean_spread_error_correlation_change
strict_conus,all_13_variables,723,13,-9.236337686126824,-6.568876918941443,-6.568876947253126,-9.976227642228132,-10.080730834255665,0.6514766808499065,0.6637532228272565,0.012276541977350014,0.3169184356290525,0.33532974123487874,0.018411305605826232
strict_conus,surface_targeted_variables,723,3,-14.172936715214247,-12.2937233566879,-12.293723340496461,-15.012774614528018,-15.073010092383434,0.6357341024298875,0.6418385752301455,0.0061044728002579065,0.32129320109050075,0.3379205057999515,0.016627304709450726
strict_conus,aircraft_targeted_variables,723,6,-9.300632802309764,-7.74410030573433,-7.744100352238052,-10.451307220344043,-10.51420815058664,0.6773260953212908,0.6874875062252218,0.010161410903931105,0.2875125988569946,0.3256598545777996,0.038147255720805
global,all_13_variables,723,13,-0.035337088234509303,-0.03426347933280226,-0.03426339974705928,-0.12746512099300042,-0.12913406348705414,0.7099012400650169,0.7103495487749278,0.00044830870991096125,0.5662965981792213,0.5672541893784475,0.0009575911992261791
global,surface_targeted_variables,723,3,-0.1457389426129173,-0.09878464552886501,-0.09878460982503733,-0.28454207291707934,-0.28721831346695675,0.7261530382394681,0.7264799238515373,0.0003268856120692139,0.5744274908430934,0.5757122326310241,0.001284741787930602
global,aircraft_targeted_variables,723,6,-0.015156707606078545,-0.03200981072900391,-0.032009766590241316,-0.11423791619831543,-0.11576659193074339,0.7251528031598483,0.725657553208924,0.000504750049075755,0.5240692738770646,0.5251885834037684,0.001119309526703879
outside_conus,all_13_variables,723,13,0.01875545706945353,-0.006740973358364969,-0.006740884227488507,0.004496327467100379,0.005635219306848051,0.7113595696944713,0.7115126350466277,0.00015306535215630507,0.5642030408048444,0.5643543053433708,0.00015126453852637586
outside_conus,surface_targeted_variables,723,3,-0.03644474547451049,-0.04430500589569775,-0.04430485589913773,-0.042745211765592594,-0.0407919422315923,0.7284099763306799,0.7285926481618242,0.00018267183114414228,0.5731888328367798,0.5732245608078057,3.5727971025952075e-05
outside_conus,aircraft_targeted_variables,723,6,0.03523267082902003,-0.0068550567598136955,-0.006854958709053661,0.021349867033863223,0.022391197700480963,0.7263466008719274,0.7266103119669158,0.00026371109498834225,0.5208088865091024,0.5208800920359473,7.120552684509073e-05
